perno,sex,latitude,long,value,valueLog,goneAway,marketing,moveFreq,moveDur,premsFreq,premsMean,premsMax,premsMin,premsMedian,premsDur,traceability
1336,0,51.5085,-0.1257,31852.2290351048,10.36886264395505,0,0,1,6570,216,102.12,309.52,1.32,93.06,30,0.5252712897785531
1337,1,,,31548.480664519564,10.35928071037619,0,1,1,6570,216,101.11,375.1,3.36,93.16,30,0.8160198064115053
1338,0,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7566107178221322
1339,0,,,185436.6291234521,12.130468480687547,0,1,1,6570,67,2021.2,4091.57,127.92,1935.3,95,0.0
1340,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7484586997267879
1341,0,,,710.0,6.565264970035361,0,1,2,5651,1,250.0,250.0,250.0,250.0,6570,0.7912745711412643
1342,2,51.5693,-0.1069,710.0,6.565264970035361,0,1,2,2131,1,250.0,250.0,250.0,250.0,6570,0.7949380055897075
1343,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1344,0,55.9786,-3.2535,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8430148844228686
1345,1,55.8651,-4.2576,29635.72535382729,10.29673585017775,0,1,2,955,216,94.1,354.01,1.74,83.63,30,0.8431137316553143
1346,1,,,33853.37345198647,10.429793932222266,1,1,1,6570,12,2070.84,4147.77,840.89,1951.67,588,0.0
1347,2,52.4814,-1.8998,25933.63165612472,10.163295924881748,0,0,1,6570,8,2485.7,3270.15,1279.75,2541.06,598,0.0
1348,2,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.5700749551204397
1349,0,,,710.0,6.565264970035361,1,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7163503835029682
1350,2,,,31412.268086858378,10.354953798994778,0,0,1,6570,216,99.84,306.79,5.4,88.86,30,0.0
1351,1,51.5333,0.049325,32300.997398614487,10.382853387948066,1,0,2,1849,216,103.83,352.15,8.02,91.96,30,0.5909311492347753
1352,2,51.55,-0.1,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1353,0,55.0114,-3.974324675324676,50710.56156244222,10.83388948272582,0,1,1,6570,20,1899.63,4199.42,224.03,1952.72,338,0.0
1354,2,52.4255,-1.459175,29488.177536351694,10.291744700521964,1,0,3,1086,216,94.57,337.95,8.01,80.65,30,0.6535986997421455
1355,0,52.4,-1.975,191665.1284742088,12.16350500572722,0,1,2,248,60,2243.46,4612.3,174.21,2190.16,103,0.7856638544995825
1356,1,53.4809,-2.2374,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6002410793892522
1357,2,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1358,1,51.5524,-0.1205142857142857,710.0,6.565264970035361,0,0,2,2808,1,250.0,250.0,250.0,250.0,6570,0.0
1359,2,,,11934.259034341794,9.387168453422282,0,0,1,6570,7,1350.49,2241.63,383.5,1321.26,714,0.7476724051067216
1360,2,51.1918,-0.6563749999999999,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6351654767882986
1361,2,,,45901.499609224,10.734253066739868,0,1,1,6570,19,1717.43,3513.99,327.82,1506.54,341,0.6676128716986175
1362,0,,,31117.72141077554,10.345532756163566,0,0,2,3495,216,98.93,304.98,4.43,90.86,30,0.8437670488247657
1363,0,,,710.0,6.565264970035361,0,0,2,1872,1,250.0,250.0,250.0,250.0,6570,0.8236113824689506
1364,0,,,32197.70996554468,10.379650609920954,0,0,1,6570,216,101.98,328.11,6.18,91.72,30,0.8380836860971832
1365,0,52.4783,-1.8506,710.0,6.565264970035361,0,0,3,322,1,250.0,250.0,250.0,250.0,6570,0.6648105448047292
1366,1,,,90667.08572225872,11.41494967853602,0,0,1,6570,29,2150.01,4277.63,229.42,2329.98,219,0.0
1367,2,,,30153.61898619191,10.314060227661498,0,1,1,6570,216,95.73,298.73,5.41,83.78,30,0.8068815361513072
1368,0,,,244076.45627764892,12.405236800593123,0,1,1,6570,99,1773.75,4621.64,108.53,1644.01,66,0.6469510447482338
1369,1,55.8651,-4.2576,710.0,6.565264970035361,1,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7265431149991632
1370,0,,,139854.64256882537,11.848358894852973,1,1,1,6570,52,1920.59,4162.4,48.02,1954.74,124,0.5018062383916336
1371,0,,,19118.28137926371,9.858400296543628,0,0,1,6570,7,2319.13,3259.58,902.43,2647.03,353,0.0
1372,0,,,31865.385408618764,10.369275602720558,0,1,1,6570,216,101.9,294.39,4.98,96.88,30,0.8273244166662743
1373,2,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7826862087404225
1374,0,55.9685,-3.796481818181818,29801.366778216878,10.302309536482563,0,0,1,6570,216,95.86,353.14,8.96,83.69,30,0.0
1375,0,,,33857.062027972475,10.429902883699642,0,0,1,6570,216,107.62,409.04,3.0,98.4,30,0.5041770871641406
1376,0,51.5384,-0.0414,35949.92703630444,10.48988233355894,0,1,1,6570,15,1850.26,3743.01,367.74,1685.72,446,0.7491295501731947
1377,2,55.9733,-4.05812,174908.66367396995,12.072019194793997,0,0,2,5609,59,2251.41,4563.92,630.77,2360.53,109,0.0
1378,2,,,152942.49467016358,11.937817277895574,0,1,1,6570,54,2114.83,4152.1,59.09,2198.25,120,0.0
1379,0,,,31541.71034564549,10.359066086873181,0,1,1,6570,216,100.34,270.16,13.57,90.66,30,0.7273246881757564
1380,0,51.6037,-0.07094,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1381,0,51.5386,-0.055525,194342.0494712314,12.177375027140187,0,0,2,1019,72,2032.41,4342.69,126.09,1901.45,90,0.0
1382,2,,,31094.575521916093,10.34478866243713,0,0,1,6570,216,99.69,294.39,9.04,89.81,30,0.0
1383,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1384,0,,,91477.91219937635,11.423852825394606,0,1,1,6570,32,2086.29,4327.23,115.07,2114.47,182,0.616360286711497
1385,2,,,47944.66957316895,10.777802907774877,0,0,2,2498,18,2000.65,3095.31,344.49,2147.52,350,0.0
1386,1,,,48828.39075587759,10.796067200458529,1,1,1,6570,21,1804.26,4035.95,113.9,1661.21,313,0.0
1387,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7209593703137811
1388,0,,,27389.06810986945,10.217899238672466,0,0,2,1943,9,2191.55,3640.39,1380.92,2162.27,780,0.0
1389,0,53.3462,-1.4445,710.0,6.565264970035361,0,1,2,382,1,250.0,250.0,250.0,250.0,6570,0.5269734073575882
1390,0,53.4357,-2.7348666666666666,40813.54832352577,10.616769372023374,0,1,2,2373,15,2008.91,4067.01,60.78,1919.9,445,0.0
1391,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7831587361564822
1392,0,53.383,-1.4659,710.0,6.565264970035361,1,0,1,6570,1,2144.17,2144.17,2144.17,2144.17,6570,0.6827712040304421
1393,1,,,236539.15395933256,12.373869029064682,0,0,2,4796,82,2112.4,4319.82,265.06,2239.1,79,0.0
1394,0,,,30257.25889458298,10.31749139812965,0,1,1,6570,216,96.17,343.69,0.14,88.35,30,0.0
1395,1,,,31084.08355404768,10.344451184333746,1,0,1,6570,216,98.0,270.08,8.95,84.92,30,0.0
1396,1,,,141307.58527731447,11.858694249307616,0,0,1,6570,51,1946.77,5145.88,81.45,1965.9,124,0.8606821407879311
1397,1,,,32076.87268090489,10.37589057221928,0,0,1,6570,216,102.65,296.16,0.72,98.04,30,0.0
1398,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.5520376586959262
1399,2,58.3075,-3.2717818181818177,32466.43894302111,10.387962186862593,1,1,1,6570,216,102.33,250.0,6.99,93.58,30,0.5024616799849599
1400,1,,,32671.57924052832,10.394260842592054,0,0,1,6570,216,104.34,340.73,12.39,92.38,30,0.0
1401,2,53.649,-1.7842,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1402,0,,,31909.692335676595,10.370665077598625,0,0,1,6570,216,101.13,355.62,5.21,88.51,30,0.6313240107627724
1403,0,,,33207.48504622967,10.410530582693514,1,0,1,6570,10,2471.88,3592.49,762.28,2555.72,605,0.724336681598357
1404,1,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.5025850632099772
1405,2,,,31788.628041249845,10.366863896045277,0,1,1,6570,216,100.24,349.43,5.8,82.86,30,0.599627832505788
1406,0,51.0383,-2.308673333333333,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1407,0,53.4106,-2.9779,29611.983671962014,10.295934412163472,0,1,2,233,216,94.93,248.57,2.07,90.74,30,0.0
1408,0,,,29780.184377376478,10.301598497534364,0,1,1,6570,216,95.2,295.83,0.19,84.1,30,0.0
1409,0,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7648080449483889
1410,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6379630190588422
1411,0,,,4161.197858602243,8.333558258585978,1,1,1,6570,2,1459.57,2072.7,846.45,1459.57,1795,0.0
1412,1,,,31405.020962917133,10.354723062390795,0,1,1,6570,216,100.75,400.48,5.71,88.44,30,0.0
1413,2,52.5064,-1.9406,36589.40264361876,10.507513932206818,1,0,1,6570,15,1969.89,4251.06,280.91,1747.37,415,0.6656186705040242
1414,2,,,710.0,6.565264970035361,1,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6975794479751078
1415,2,,,30355.202665746816,10.320723204061661,0,0,1,6570,216,96.21,355.04,10.31,87.04,30,0.7490745509551702
1416,2,,,96588.24636803388,11.478212339589065,0,1,1,6570,35,2070.73,4093.13,266.52,2090.74,173,0.5389022309621508
1417,2,,,29175.60716489081,10.28108826807414,0,0,1,6570,14,1710.69,3378.06,216.92,1650.92,374,0.6408185303670675
1418,0,,,35226.48728343918,10.469553558258484,0,0,2,413,216,112.5,314.1,15.74,107.62,30,0.7506195702227971
1419,2,,,153459.61758119837,11.941192733751478,0,0,1,6570,60,1895.13,4723.02,7.02,1712.18,109,0.0
1420,2,,,32523.71014242882,10.38972464517477,0,1,1,6570,216,102.34,394.71,8.76,88.24,30,0.6835166451653186
1421,2,,,239811.01998225163,12.387606475408113,0,0,1,6570,94,1856.81,4057.72,4.07,1901.3,69,0.0
1422,0,51.5075,-0.205,30192.05321233795,10.315334030071602,0,1,1,6570,216,97.45,391.71,8.24,86.41,30,0.526098771930323
1423,0,,,160171.66587328693,11.9840014307656,0,1,2,1155,65,1890.52,3871.45,202.92,1795.89,98,0.0
1424,0,51.5281,-0.0265714285714285,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1425,0,,,710.0,6.565264970035361,0,1,2,1757,1,250.0,250.0,250.0,250.0,6570,0.7737589822506237
1426,0,54.7648,-1.3409833333333332,33962.16147559772,10.43300228609119,0,1,1,6570,216,108.88,307.67,9.11,98.07,30,0.0
1427,1,,,710.0,6.565264970035361,1,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.821308464550254
1428,0,,,30685.524704687,10.33154631438979,1,0,1,6570,216,99.53,320.39,1.82,82.34,30,0.0
1429,1,51.5156,-0.18458,30463.91871590293,10.324298269385816,0,0,2,708,216,96.19,255.52,5.73,89.56,30,0.0
1430,1,51.6303,0.0005,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8851895094084463
1431,0,51.4822,-0.0986428571428571,33658.41347031814,10.42401833265648,0,1,1,6570,216,107.31,321.69,8.42,91.33,30,0.6694502444661651
1432,1,,,277325.68827987724,12.532947864456759,1,1,1,6570,91,2214.17,4591.69,34.84,2236.08,70,0.5478913478500016
1433,2,,,246144.7498551092,12.413675055911995,0,1,1,6570,89,2042.32,4542.31,109.79,1939.86,73,0.0
1434,2,51.0691,-0.3357391304347826,36037.95857139225,10.492328066704886,0,1,2,3893,13,2254.05,3836.55,999.11,2179.39,390,0.0
1435,1,,,32235.924556563416,10.38083677909433,0,1,1,6570,216,103.94,277.01,6.93,94.43,30,0.8194298648663961
1436,2,,,710.0,6.565264970035361,1,0,2,1965,1,250.0,250.0,250.0,250.0,6570,0.6744913693336935
1437,2,,,30676.803749699666,10.331262069796544,0,0,1,6570,216,98.38,264.33,8.48,88.04,30,0.0
1438,1,51.4171,0.0686,29256.54805072092,10.283858692587888,0,0,1,6570,216,94.06,299.47,0.76,81.41,30,0.0
1439,1,53.4616,-2.9534,32719.91398964292,10.395739162034834,1,1,2,1837,216,101.86,364.12,1.87,91.0,30,0.0
1440,0,56.501,-2.70545,31172.41222081127,10.347288758949261,0,1,1,6570,216,99.18,323.07,11.23,88.28,30,0.7473451885393687
1441,1,,,710.0,6.565264970035361,0,0,3,1713,1,250.0,250.0,250.0,250.0,6570,0.8452160093281568
1442,0,,,30657.79612956087,10.330642268875541,1,1,1,6570,216,96.66,302.77,1.51,87.22,30,0.7724107161011075
1443,0,53.383,-1.4659,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1444,0,,,31215.34073067588,10.348664943043378,1,0,1,6570,216,100.42,289.58,8.41,88.64,30,0.8668284158816242
1445,2,53.355,-1.4907,216858.8156967949,12.287001801869486,0,0,1,6570,79,2084.37,4136.67,301.02,2140.7,82,0.0
1446,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7506314780971062
1447,1,,,252961.7909209685,12.440993732276588,0,0,1,6570,89,2069.48,4748.92,203.45,2116.62,71,0.0
1448,2,52.4941,-1.8726,710.0,6.565264970035361,1,0,2,2187,1,250.0,250.0,250.0,250.0,6570,0.5470879571656989
1449,2,,,226452.30985240595,12.330289649207922,0,0,3,1666,90,1917.96,4397.04,22.15,2008.16,73,0.0
1450,0,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1451,1,51.6004,-0.1943,31462.669414953485,10.35655702409188,0,0,2,408,216,99.51,300.67,6.5,86.02,30,0.6140731722913896
1452,1,51.5565,0.58128,19692.40768707952,9.887988443846778,0,0,1,6570,7,1979.39,3558.29,568.34,1932.11,855,0.0
1453,0,,,29565.660540642228,10.29436884998547,0,0,1,6570,216,95.25,326.55,12.66,81.4,30,0.0
1454,1,,,30975.530124063596,10.340952820929214,0,0,1,6570,216,99.09,296.59,2.81,89.04,30,0.5274683056022502
1455,1,51.533,-0.729595,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8047478969329742
1456,2,,,33368.77177764776,10.41537576488429,0,1,1,6570,216,105.94,362.66,9.97,91.96,30,0.5994187031761558
1457,0,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8038742220430022
1458,1,,,59694.19015395515,10.996989977290868,0,0,1,6570,19,2276.21,4501.29,604.57,2125.48,329,0.7492908877329229
1459,0,,,81999.35492171062,11.31446665940704,0,1,1,6570,36,1726.67,3728.95,291.72,1707.02,183,0.5490563324366169
1460,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1461,1,,,29299.370891539264,10.285321323496124,0,0,3,1274,216,94.1,297.72,5.88,84.72,30,0.8223975260361347
1462,0,,,30850.719831744547,10.33691536234315,0,0,1,6570,216,99.38,331.85,7.9,95.44,30,0.844719102758549
1463,0,,,34196.733709435866,10.439885412917699,1,1,1,6570,14,1679.17,3012.72,259.02,1632.94,330,0.7492027581728049
1464,2,,,1327.8454246540423,7.191312926163851,0,0,3,2651,2,996.12,1558.14,434.09,996.12,1572,0.0
1465,0,,,175207.46790052933,12.07372608157903,0,0,1,6570,59,2168.16,4761.71,301.57,2099.29,106,0.6485394224532189
1466,2,53.4106,-2.9779,32601.70661208628,10.392119916048578,0,0,1,6570,216,103.42,371.77,4.27,89.62,30,0.0
1467,1,,,710.0,6.565264970035361,1,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1468,1,53.383,-1.4659,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8437839755613108
1469,1,,,710.0,6.565264970035361,1,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1470,2,,,64694.590517031495,11.077432868292377,0,1,1,6570,27,1797.85,2733.09,337.77,1823.2,206,0.5356202978320618
1471,0,53.8128,-1.7919,29422.98886197621,10.289531581856414,0,1,1,6570,216,93.34,298.35,6.55,82.35,30,0.0
1472,1,52.4339,-2.6940066666666667,31155.968243008818,10.346761102749578,1,1,1,6570,216,100.61,315.69,11.64,86.73,30,0.578614999278529
1473,0,,,46253.15058287508,10.741884861331274,0,0,2,813,20,1817.97,3835.21,57.11,1818.12,319,0.7849294178075302
1474,0,,,10342.467023069694,9.244013709843145,1,1,1,6570,4,1979.56,2530.02,1344.5,2021.87,1569,0.7816775991876532
1475,1,56.0861,-3.9108875,29368.099329657,10.287664307412063,0,0,1,6570,216,93.18,351.08,3.73,76.76,30,0.8600189458297524
1476,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6447750172206091
1477,0,,,94056.06202578788,11.4516462880033,0,0,1,6570,34,2085.56,4186.6,66.28,2108.11,196,0.0
1478,0,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6664111301377057
1479,2,,,34228.79969742816,10.440822665102463,0,1,1,6570,216,106.9,324.54,1.58,96.74,30,0.0
1480,2,,,63092.49056851978,11.052357033024416,0,0,1,6570,22,1997.41,3383.58,73.01,2241.43,258,0.0
1481,2,53.386,-1.4084666666666668,30458.24512515278,10.32411201235196,0,0,1,6570,216,96.65,315.25,6.99,86.26,30,0.6974585307561587
1482,2,53.4364,-1.287175,31759.984175166566,10.365962417097931,0,0,2,3050,216,101.39,345.49,14.63,86.42,30,0.0
1483,1,,,710.0,6.565264970035361,0,0,2,4084,1,250.0,250.0,250.0,250.0,6570,0.0
1484,1,51.5378,0.7351000000000001,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1485,1,,,150058.1890965256,11.918778425164218,0,1,2,251,53,2033.31,5159.27,56.83,1915.76,121,0.0
1486,0,,,31999.05960088468,10.37346179387769,0,0,1,6570,216,101.85,286.53,3.8,90.44,30,0.0
1487,0,,,710.0,6.565264970035361,0,0,2,290,1,250.0,250.0,250.0,250.0,6570,0.7074708740672407
1488,2,,,28588.795901403617,10.260770168354027,0,1,1,6570,216,90.77,286.46,4.33,80.74,30,0.5635005012608735
1489,1,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.543353887854287
1490,0,,,254489.5749684006,12.447015151337649,0,1,1,6570,88,2099.02,4107.86,239.45,2062.33,73,0.552753085914413
1491,2,,,271980.16721068585,12.513484427953134,0,0,1,6570,94,2122.12,4648.68,27.85,2204.19,69,0.5766193936617114
1492,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1493,0,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1494,0,51.5472,0.026475,30121.46933124358,10.312993463301806,1,1,1,6570,216,95.9,294.69,2.35,87.17,30,0.7801473538738042
1495,0,52.4814,-1.8998,710.0,6.565264970035361,0,0,3,1922,1,250.0,250.0,250.0,250.0,6570,0.0
1496,2,53.5405,-2.1183,31905.776525359903,10.370542354679198,0,0,1,6570,216,101.12,313.55,9.66,87.18,30,0.6930364187101928
1497,0,,,81479.80459234727,11.308110472109433,0,0,2,1459,29,2096.74,3815.78,139.14,2217.7,230,0.7066990146990181
1498,1,53.4809,-2.2374,48203.029887056255,10.783177158790346,0,0,1,6570,17,2177.65,4424.88,32.0,1911.12,345,0.8521353283260863
1499,2,51.5362,-0.0944,710.0,6.565264970035361,1,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.5799982999573117
1500,2,,,107174.1542569722,11.58221040020082,0,1,1,6570,36,2277.57,4328.75,249.26,2275.04,182,0.8766297917727008
1501,2,51.5608,-0.223325,78669.52596294032,11.27301114166563,0,1,1,6570,31,1989.47,4781.64,387.42,2006.98,211,0.5182769220564393
1502,0,55.9429,-3.285,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8049225705626167
1503,1,51.5524,-0.1205142857142857,288245.6584270061,12.571568376186153,0,1,1,6570,91,2368.45,5457.56,58.66,2410.13,71,0.8293735872371253
1504,2,,,239656.81191926973,12.386963228633089,0,1,1,6570,79,2174.29,4720.34,264.09,2134.22,81,0.0
1505,1,51.4925,-0.2204,240517.5592382128,12.390548377248251,0,1,1,6570,96,1844.74,4416.51,33.77,1833.14,68,0.0
1506,2,,,47390.19969045985,10.766170728720637,0,0,1,6570,22,1692.02,3522.16,516.27,1562.41,272,0.0
1507,0,,,710.0,6.565264970035361,0,0,2,836,1,250.0,250.0,250.0,250.0,6570,0.6352435978273154
1508,0,51.8217,-1.2513,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6543718521139918
1509,0,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7486884800327791
1510,1,,,54961.07949917966,10.914380568245909,0,1,3,1670,14,2597.34,4079.81,971.22,2917.06,484,0.0
1511,0,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7616741251184866
1512,1,52.0901,-0.8461307692307692,31526.94930425414,10.35859799252195,0,1,1,6570,216,100.29,359.6,5.37,91.11,30,0.8481120895142349
1513,1,55.7667,-4.1700333333333335,68643.46977642087,11.13668128324,0,1,1,6570,24,2059.66,3910.01,112.98,2126.18,281,0.882529465944953
1514,0,53.4106,-2.9779,29878.251371830112,10.30488611584186,0,1,2,319,216,96.8,356.6,7.9,80.43,30,0.6935363928710512
1515,1,,,710.0,6.565264970035361,1,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.5475716504621447
1516,0,,,31267.01736254257,10.350319062549314,0,0,1,6570,216,100.14,301.7,8.29,84.12,30,0.5931092891062483
1517,2,51.6004,-0.1943,30538.187378882754,10.3267332246498,0,0,1,6570,216,96.91,306.29,19.35,82.55,30,0.562446156729526
1518,2,,,12352.095971689752,9.421581041963142,0,0,1,6570,8,1515.01,2683.9,350.7,1402.0,498,0.8894247513810848
1519,0,56.05,-4.350012,31465.97499750785,10.356662082212493,0,1,1,6570,216,97.82,285.92,0.24,86.82,30,0.0
1520,0,54.1656,-1.6055957446808509,30357.74854122132,10.320807070038372,0,0,1,6570,216,96.22,263.15,4.29,84.5,30,0.0
1521,1,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6711825292460761
1522,0,52.5047,-1.8863,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1523,1,,,31809.816338119766,10.367530211011331,0,0,2,1295,216,100.93,287.22,4.87,88.25,30,0.0
1524,1,51.4874,-2.6266,710.0,6.565264970035361,1,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1525,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8878875192425546
1526,1,,,179521.73091129286,12.09805154315553,0,1,1,6570,62,2068.3,4527.64,245.98,2045.16,107,0.7088724220532086
1527,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1528,1,,,33367.07945537036,10.4153250478485,0,1,1,6570,216,105.81,383.31,10.41,90.79,30,0.0
1529,2,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7327483848137086
1530,2,,,82376.34957981811,11.319053655037134,0,1,1,6570,33,1824.28,3822.44,464.19,1662.21,188,0.8686896786371783
1531,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7494402650940679
1532,1,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1533,2,,,211859.74443342217,12.263679751850422,0,0,1,6570,70,2157.79,4532.01,436.09,2023.72,93,0.0
1534,2,,,1327.412415397542,7.190986773837846,0,0,1,6570,3,1455.44,3938.71,49.46,378.15,2400,0.6112377368262726
1535,0,,,38244.62164634347,10.55175821881498,0,0,1,6570,15,1812.77,2975.75,214.39,1634.42,355,0.7000862597345776
1536,0,,,34372.64695064783,10.445016380281114,0,1,1,6570,216,109.36,314.93,11.68,100.08,30,0.0
1537,2,,,30651.916885803308,10.33045048054425,0,1,1,6570,216,98.5,283.01,0.36,90.1,30,0.8754878763006111
1538,0,,,12381.478707079214,9.423956982327075,0,1,1,6570,6,1958.05,3950.09,531.75,1894.48,853,0.6882892165854897
1539,1,,,241581.27653889515,12.394961244270215,0,0,1,6570,94,1888.7,4193.23,36.88,1948.78,66,0.0
1540,0,,,100803.90482145552,11.520932372177187,0,1,1,6570,36,2057.91,4054.22,258.8,1975.5,159,0.0
1541,1,,,122683.3118088968,11.717361613371615,0,0,1,6570,47,1991.54,4352.19,23.75,2059.68,139,0.0
1542,1,,,30374.742158968555,10.321366692013193,0,0,1,6570,216,97.68,315.48,5.84,81.53,30,0.8190127648821317
1543,2,,,30526.583962548757,10.326353188297619,0,1,1,6570,216,97.89,331.51,0.85,88.84,30,0.726759582186076
1544,1,53.2144,-2.3483,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6244480777357854
1545,2,,,29805.04351889068,10.302432903773433,0,1,1,6570,216,96.19,259.39,10.0,85.6,30,0.6756908135616772
1546,1,53.7693,-0.2998,194661.11535372527,12.179015455717101,0,0,1,6570,73,2028.92,4430.08,23.1,2107.36,90,0.0
1547,1,,,30639.531041292445,10.330046318296551,0,1,1,6570,216,97.8,271.12,2.42,86.04,30,0.8146769788841759
1548,1,53.4418,-2.161,215967.84013140816,12.282884787300825,0,0,1,6570,78,1960.47,5494.11,23.58,2068.64,84,0.8696010332247734
1549,0,51.5693,-0.1069,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1550,0,52.608,-0.2845105263157895,31490.61831969441,10.357444949332416,0,0,1,6570,216,100.63,294.82,9.17,91.3,30,0.6781929394432523
1551,0,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.5492004740145956
1552,2,,,32065.38100327278,10.375532253728892,0,1,1,6570,216,101.4,283.57,4.43,88.88,30,0.0
1553,2,53.4833,-2.9,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
1554,0,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6075031769368642
1555,0,51.5156,-0.18458,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8441063739916723
1556,1,53.4106,-2.9779,114302.70197462988,11.646605488826594,1,1,2,1422,44,1939.86,4308.51,309.89,1982.14,145,0.0
1557,1,,,710.0,6.565264970035361,1,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7528186207534113
1558,2,52.5333,-1.809,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8164564840708529
